meal_names,meal_ingredients,meal_tags,meal_urls,meal_cousine_names,meal_images
"Рулет из индейки с бараниной, картошкой и…","{'Индейка': '3 кг', 'Бараний фарш': '1 кг', 'Картофель': '500 г', 'Морковь': '500 г', 'Репчатый лук': '3 головки', 'Чеснок': '4 зубчика', 'Кумин (зира)': '1 чайная ложка', 'Оливковое масло': '50 мл', 'Сливочное масло': '17 г', 'Корица': 'щепотка', 'Молотый имбирь': 'щепотка', 'Петрушка': '30 г', 'Кинза': '30 г', 'Хлебные крошки': '200 г', 'Тимьян': '6 стеблей', 'Сушеный орегано': '1 столовая ложка', 'Сушеная мята': '1 столовая ложка', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/rulet-iz-indejki-s-baraninoj-kartoshkoj-i-morkovju-40263,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214124812/150629135750/p_O.jpg
Чайханский плов с барбарисом,"{'Рис': '308 г', 'Баранина': '340 г', 'Курдюк': '77 г', 'Растительное масло': '46 мл', 'Репчатый лук': '92 г', 'Желтая морковь': '340 г', 'Барбарис': '1 г', 'Зира': '3 г', 'Соль': '9 г', 'Чеснок': '57 г', 'Красный стручковый перец': '30 г'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/chayhanskiy-plov-s-barbarisom-93854,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083741/170828163315/p_O.jpg
Салат «Ташкент» с редиской,"{'Редис': '240 г', 'Телятина': '160 г', 'Репчатый лук': '40 г', 'Лук-резанец': '4 г', 'Растительное масло': 'по вкусу', 'Перепелиное яйцо': '8 штук', 'Майонез': '120 г', 'Соль': '4 г', 'Смесь салатных листьев': '10 г'}","['Салаты', 'Узбекская кухня']",https://eda.ru/recepty/salaty/salat-tashkent-s-rediskoy-139000,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170228185005/200519165628/p_O.png
"Фазан с брюквой, ореховым маслом и капустой","{'Фазан': '1 штука', 'Савойская капуста': '1 штука', 'Брюква': '1 штука', 'Фундук': '50 г', 'Пшеничная мука': '25 г', 'Куриное яйцо': '2 штуки', 'Панировочные сухари': '50 г', 'Рапсовое масло': '2 столовые ложки', 'Копченая грудинка': '100 г', 'Куриный бульон': '1 л', 'Соленое сливочное масло': '115 г', 'Чеснок': '1 зубчик', 'Тимьян': '12 стеблей', 'Соль': 'по вкусу', 'Свежемолотый черный перец': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/fazan-s-brjukvoj-orehovim-maslom-i-kapustoj-40283,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/DefaultRecipePhoto/no-photo.png
Узбекский плов с курицей,"{'Куриная грудка': '500 г', 'Жасминовый рис': '500 г', 'Репчатый лук': '300 г', 'Морковь': '500 г', 'Чеснок': '2 головки', 'Специи для плова': '1 чайная ложка'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/uzbekskij-plov-s-kuricej-25378,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213181523/120214132640/p_O.jpg
Плов узбекский,"{'Репчатый лук': '100 г', 'Морковь': '600 г', 'Рис девзира': '600 г', 'Филе баранины': '600 г', 'Растительное масло': '200 мл', 'Чеснок': '2 головки', 'Соль': '2 чайные ложки', 'Кумин (зира)': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/plov-uzbekskij-33084,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131085017/171024233545/p_O.jpg
Минималистический плов с курицей,"{'Рис': '600 г', 'Репчатый лук': '5 головок', 'Куриное филе': '5 кусков', 'Морковь': '6 штук', 'Приправа для плова': 'по вкусу', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/minimalisticheskij-plov-s-kuricej-24420,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120504214259/140528110953/p_O.jpg
Настоящий узбекский плов,"{'Баранина': '1 кг', 'Длиннозерный рис': '200 г', 'Репчатый лук': '4 головки', 'Растительное масло': '300 мл', 'Чеснок': '2 головки', 'Морковь': '1 кг', 'Сушеный красный перец': '2 штуки', 'Молотый кумин (зира)': '1 столовая ложка', 'Семена кориандра': '1 чайная ложка', 'Соль': 'по вкусу', 'Сушеный барбарис': '1 столовая ложка'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/nastojaschij-uzbekskij-plov-21930,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131082729/120213185956/p_O.jpg
Лагман по‑узбекски с редькой,"{'Пшеничная мука': '750 г', 'Вода': '300 мл', 'Говядина': '900 г', 'Растительное масло': '150 мл', 'Картофель': '260 г', 'Репчатый лук': '100 г', 'Чеснок': '20 г', 'Сладкий перец': '170 г', 'Редька': '100 г', 'Морковь': '200 г', 'Помидоры': '350 г', 'Укроп': 'по вкусу', 'Петрушка': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/lagman-po-uzbekski-s-redkoj-16387,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175433/1202131755000/p_O.jpg
Золотистый плов с курицей,"{'Рис': '400 г', 'Куриная грудка': '800 г', 'Морковь': '1 штука', 'Репчатый лук': '1 головка', 'Чеснок': '½ головки', 'Соль': 'по вкусу', 'Семена кумина (зира)': 'по вкусу', 'Растительное масло': '10 мл'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/zolotistyy-plov-s-kuricey-57843,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/160209183658/160214181922/p_O.jpg
Плов узбекский с курицей и барбарисом,"{'Рис': '600 г', 'Курица': '1 кг', 'Репчатый лук': '3 головки', 'Растительное масло': '150 мл', 'Острый томатный соус': '1 чайная ложка', 'Морковь': '800 г', 'Молотый красный перец': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Кинза': 'по вкусу', 'Хмели-сунели': 'по вкусу', 'Барбарис': 'по вкусу', 'Соль': '3 чайные ложки'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/plov-uzbekskij-s-kuricej-i-barbarisom-30569,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214155832/120214160541/p_O.jpg
Диетические сырники с отрубями в духовке,"{'Куриное яйцо': '2 штуки', 'Заменитель сахара в таблетках': '4 штуки', 'Разрыхлитель теста Dr.Oetker': '7 г', 'Обезжиренный творог': '400 г', 'Ваниль': '3 г', 'Овсяные отруби': '2 столовые ложки'}","['Завтраки', 'Узбекская кухня']",https://eda.ru/recepty/zavtraki/dieticheskie-sirniki-s-otrubjami-v-duhovke-34053,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170215020725/170215160229/p_O.jpg
Шаурма,"{'Армянский лаваш': '1 штука', 'Салат айсберг': '3 штуки', 'Куриное филе': '1 кусок', 'Помидоры': '2 штуки', 'Маринованные огурцы': '1 штука', 'Кетчуп': '20 г', 'Майонез': '20 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Оливковое масло': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/shaurma-32235,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/141203013729/141208010358/p_O.jpg
Самса с бараниной и курдюком,"{'Пшеничная мука': '5 стаканов', 'Курдючное сало': '200 г', 'Баранина': '400 г', 'Белый лук': '700 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Молотый красный перец': 'по вкусу'}","['Выпечка и десерты', 'Узбекская кухня']",https://eda.ru/recepty/vypechka-deserty/samsa-21649,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131111725/120213185500/p_O.jpg
Манты,"{'Вода': '½ стакана', 'Говядина': '300 г', 'Баранина': '700 г', 'Курдючное сало': '100 г', 'Репчатый лук': '6 штук', 'Тыква': '500 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Пшеничная мука': '500 г', 'Куриное яйцо': '1 штука'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/manti-16031,Узбекская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083619/120213175344/p_O.jpg
Жаркое из курицы с овощами,"{'Цыпленок': '1 штука', 'Картофель': '300 г', 'Чеснок': '4 зубчика', 'Сладкий красный лук': '2 головки', 'Помидоры': '4 штуки', 'Сладкий перец': '1 штука', 'Оливковое масло': '3 столовые ложки', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Тимьян': 'по вкусу'}","['Основные блюда', 'Узбекская кухня']",https://eda.ru/recepty/osnovnye-blyuda/zharkoe-iz-kurici-s-ovoshhami-43188,Узбекская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131085017/151126163521/p_O.jpg
Томатный магрибский суп,"{'Помидоры': '1 кг', 'Красный лук': '1 головка', 'Куриный бульон': '1 л', 'Мед': '2 чайные ложки', 'Лимон': '1 штука', 'Имбирь': '20 г', 'Тмин': '¼ чайной ложки', 'Корица': '¼ чайной ложки', 'Петрушка': '50 г', 'Кинза': '50 г', 'Оливковое масло': '50 мл', 'Паприка': '1 чайная ложка', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Пошаговые рецепты', 'Супы', 'Арабская кухня']",https://eda.ru/recepty/supy/tomatnij-magribskij-sup-15584,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/130829212936/130904194341/p_O.jpg
Хумус с зирой,"{'Нут': '1 банка', 'Оливковое масло': '3,5 столовые ложки', 'Кумин (зира)': '1 чайная ложка', 'Чеснок': '1 зубчик', 'Кунжутная паста': '3 столовые ложки', 'Соль': '1 чайная ложка', 'Лимон': '1 штука', 'Кедровые орехи': '1 столовая ложка', 'Кайенский перец': 'щепотка', 'Зелень': 'по вкусу', 'Пита': '1 штука'}","['Пошаговые рецепты', 'Закуски', 'Арабская кухня']",https://eda.ru/recepty/zakuski/humus-s-ziroj-28060,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150601195903/150610153956/p_O.jpg
Табуле,"{'Соль': 'по вкусу', 'Петрушка': '250 г', 'Лимон': '4 штуки', 'Помидоры': '4 штуки', 'Оливковое масло': '100 мл', 'Свежая мята': '50 г', 'Булгур': '50 г', 'Зеленый лук с луковицей': '4 штуки'}","['Пошаговые рецепты', 'Закуски', 'Арабская кухня']",https://eda.ru/recepty/zakuski/tabule-31972,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/110811170903/170210151218/p_O.jpg
Басбуса,"{'Манная крупа': '420 г', 'Кокосовая стружка': '90 г', 'Сахар': '550 г', 'Натуральный йогурт': '200 г', 'Ванильный экстракт': '5 мл', 'Пшеничная мука': '75 г', 'Сливочное масло': '200 г', 'Миндаль': '30 г', 'Вода': '250 мл', 'Лимонный сок': '1 чайная ложка'}","['Пошаговые рецепты', 'Выпечка и десерты', 'Арабская кухня']",https://eda.ru/recepty/vypechka-deserty/basbusa-92318,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120126130718/170327120217/p_O.jpg
Хумус,"{'Нут': '450 г', 'Чеснок': '45 г', 'Оливковое масло': '100 мл', 'Кумин (зира)': '1 чайная ложка', 'Тахини': '100 г', 'Соль': 'по вкусу', 'Паприка': 'по вкусу', 'Пита': '10 штук', 'Кедровые орехи': 'по вкусу', 'Лимон': '½ штуки'}","['Пошаговые рецепты', 'Закуски', 'Арабская кухня', 'Вегетарианская еда']",https://eda.ru/recepty/zakuski/humus-94057,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/160501120547/210324202720/p_O.png
Кошари,"{'Длиннозерный рис': '200 г', 'Коричневая чечевица': '200 г', 'Макароны': '200 г', 'Чеснок': '2 зубчика', 'Молотый кумин (зира)': '1 чайная ложка', 'Лавровый лист': '1 штука', 'Репчатый лук': '3 штуки', 'Помидоры': '300 г', 'Томатная паста': '2 столовые ложки', 'Молотый кардамон': 'по вкусу', 'Перец чили хлопьями': '¼ чайной ложки', 'Сахар': 'по вкусу', 'Уксус 9%-ный': '1 столовая ложка', 'Оливковое масло': '60 мл', 'Растительное масло': '1 л', 'Соль': 'по вкусу', 'Консервированный нут': '100 г'}","['Пошаговые рецепты', 'Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/koshari-92837,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/160217102653/200427174115/p_O.jpg
Заалук,"{'Баклажаны': '2 штуки', 'Помидоры': '500 г', 'Чеснок': '2 зубчика', 'Оливковое масло': '30 мл', 'Паприка': '1 чайная ложка', 'Молотый кумин (зира)': '1 чайная ложка', 'Соль': '1 чайная ложка', 'Кинза': '10 г', 'Лимонный сок': 'по вкусу'}","['Пошаговые рецепты', 'Салаты', 'Арабская кухня']",https://eda.ru/recepty/salaty/zaaluk-125185,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214131251/180830200614/p_O.jpg
Айоли,"{'Чеснок': '1 головка', 'Оливковое масло': 'по вкусу', 'Соль': 'щепотка'}","['Пошаговые рецепты', 'Соусы и маринады', 'Арабская кухня']",https://eda.ru/recepty/sousy-marinady/ayoli-52941,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131083434/151013125349/p_O.jpg
Суп с кунжутом,"{'Рис': '200 г', 'Кунжутные семечки': '100 г', 'Оливковое масло': '100 мл', 'Соль': 'по вкусу', 'Лимонный сок': '60 мл', 'Молотый черный перец': 'по вкусу', 'Петрушка': 'по вкусу'}","['Пошаговые рецепты', 'Супы', 'Арабская кухня']",https://eda.ru/recepty/supy/sup-s-kunzhutom-31029,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170306205639/200401171752/p_O.jpg
Кальмары с левантийскими специями,"{'Кальмары': '500 г', 'Петрушка': '50 г', 'Укроп': '50 г', 'Мята': '50 г', 'Чеснок': '30 г', 'Вяленые помидоры': '50 г', 'Сливочное масло': '20 г', 'Оливковое масло': '1 столовая ложка', 'Сумах': '10 г', 'Копченая паприка': '5 г', 'Молотый черный перец': 'по вкусу', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Арабская кухня']",https://eda.ru/recepty/zakuski/kalmary-s-levantiyskimi-speciyami-126070,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120922220520/190204191315/p_O.jpg
Морковный суп,"{'Репчатый лук': '1 головка', 'Морковь': '800 г', 'Сливочное масло': '50 г', 'Мед': '1 чайная ложка', 'Куриный бульон': '1 л', 'Лимонный сок': '1 столовая ложка', 'Йогурт': '150 мл', 'Кумин (зира)': '2 чайные ложки', 'Соль': 'по вкусу', 'Молотый душистый перец': '5 г', 'Молотый черный перец': 'по вкусу'}","['Супы', 'Арабская кухня']",https://eda.ru/recepty/supy/morkovnij-sup-31001,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214140918/150616141626/p_O.jpg
Хумус с кедровыми орехами и кайенским перцем,"{'Нут': '1 банка', 'Лимон': '1 штука', 'Чеснок': '1 зубчик', 'Кедровые орехи': '1 столовая ложка', 'Тахини': '3 столовые ложки', 'Оливковое масло': '3,5 столовые ложки', 'Кумин (зира)': '1 чайная ложка', 'Пита': '1 штука', 'Зелень': 'по вкусу', 'Соль': 'по вкусу', 'Кайенский перец': 'щепотка'}","['Закуски', 'Арабская кухня']",https://eda.ru/recepty/zakuski/humus-s-kedrovimi-orehami-i-kajenskim-percem-30364,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213183611/180704160207/p_O.jpg
Атайеф,"{'Пшеничная мука': '130 г', 'Молоко': '200 мл', 'Изюм': '2 столовые ложки', 'Кешью': '2 столовые ложки', 'Соленые фисташки': '2 столовые ложки', 'Топленое масло': '50 г', 'Сахар': '3 столовые ложки', 'Сухие дрожжи': '1 чайная ложка', 'Разрыхлитель': '½ чайной ложки', 'Соль': 'щепотка', 'Сливочный творог': '400 г'}","['Выпечка и десерты', 'Арабская кухня']",https://eda.ru/recepty/vypechka-deserty/atajef-36156,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083243/130315204649/p_O.jpg
Тушеная курица с финиками,"{'Пшеничная мука': '1 столовая ложка', 'Курица': '1,6 кг', 'Лук-шалот': '700 г', 'Финики': '200 г', 'Куриный бульон': '650 мл', 'Оливковое масло': '1 столовая ложка', 'Лимонный сок': '5 столовых ложек', 'Палочки корицы': '1 штука', 'Молотый кумин (зира)': '1 чайная ложка', 'Молотый имбирь': '1,5 чайные ложки', 'Куркума': '½ чайной ложки', 'Кайенский перец': '0,125 чайной ложки', 'Миндаль': '50 г', 'Кинза': '20 г', 'Соль': 'по вкусу', 'Свежий перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/tushenaja-kurica-s-finikami-31024,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214141717/150616141728/p_O.jpg
"Тефтели, томленные в овощном рагу","{'Говяжий фарш': '1 кг', 'Хлебные крошки': '50 г', 'Репчатый лук': '4 головки', 'Куриное яйцо': '2 штуки', 'Кинза': '50 г', 'Чеснок': '6 зубчиков', 'Консервированные помидоры': '450 г', 'Морковь': '4 штуки', 'Изюм': '100 г', 'Оливковое масло': '100 мл', 'Говяжий бульон': '1 л', 'Палочки корицы': '2 штуки', 'Шафран': 'щепотка', 'Молотая корица': '½ чайной ложки', 'Куркума': '1 чайная ложка', 'Кайенский перец': '½ чайной ложки', 'Молотый мускатный орех': '½ чайной ложки', 'Свежемолотый черный перец': '½ чайной ложки', 'Соль': 'по вкусу', 'Крупная морская соль': '½ чайной ложки', 'Свежий перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/tefteli-tomlennie-v-ovoschnom-ragu-30998,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214140149/150616141524/p_O.jpg
Тажин из баранины,"{'Баранья лопатка': '1,5 кг', 'Консервированный нут': '400 г', 'Репчатый лук': '1 головка', 'Корень имбиря': '1 штука', 'Помидоры': '200 г', 'Чеснок': '5 зубчиков', 'Курага': '100 г', 'Оливковое масло': '2 столовые ложки', 'Куриный бульон': '500 мл', 'Рас-эль-ханут': '5 чайных ложек', 'Палочки корицы': '1 штука', 'Кинза': '20 г', 'Соль': 'по вкусу', 'Свежемолотый черный перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/tazhin-iz-baranini-31027,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214142532/150616141820/p_O.jpg
Змеиный пирог,"{'Тесто фило': '12 штук', 'Миндаль': '600 г', 'Сахар': '150 г', 'Сливочное масло': '250 г', 'Куриное яйцо': '2 штуки', 'Апельсиновый сок': '2 столовые ложки', 'Цедра апельсина': '1 столовая ложка', 'Молотая корица': '½ чайной ложки', 'Ванильный сахар': '10 г', 'Молотый кардамон': '¼ чайной ложки'}","['Выпечка и десерты', 'Арабская кухня']",https://eda.ru/recepty/vypechka-deserty/zmeinij-pirog-31031,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131085624/131007124448/p_O.jpg
Шаурма с вешенками и красной фасолью,"{'Вешенки': '75 г', 'Красный сладкий перец': '35 г', 'Желтый сладкий перец': '35 г', 'Помидоры': '50 г', 'Репчатый лук': '50 г', 'Консервированная фасоль': '50 г', 'Соус сальса': '50 г', 'Растительное масло': '15 мл', 'Соус терияки': '20 мл', 'Соль': '1 г', 'Армянский лаваш': '90 г'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/shaurma-s-veshenkami-i-krasnoy-fasolyu-93519,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083215/170711121312/p_O.jpg
Меджадра,"{'Чечевица': '250 г', 'Репчатый лук': '700 г', 'Пшеничная мука': '3 столовые ложки', 'Подсолнечное масло': '250 мл', 'Семена кумина (зира)': '2 чайные ложки', 'Семена кориандра': '1,5 штуки', 'Рис басмати': '200 г', 'Оливковое масло': '2 столовые ложки', 'Куркума': '½ чайной ложки', 'Молотый душистый перец': '1,5 чайные ложки', 'Молотая корица': '1,5 чайные ложки', 'Сахар': '1 чайная ложка', 'Вода': '350 мл', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня', 'Вегетарианская еда']",https://eda.ru/recepty/osnovnye-blyuda/medzhadra-57035,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/160115152344/160122171611/p_O.jpg
Коритто с говядиной,"{'Говядина': '400 г', 'Рис': '200 г', 'Листья айсберга': '80 г', 'Помидоры': '40 г', 'Армянский лаваш': '4 штуки', 'Морковь': '23 г', 'Соль': '5 г', 'Сахар': '22 г', 'Чеснок': '5 г', 'Кинза': '1 г', 'Молотый красный перец': '2 г', 'Паприка': '4 г', 'Растительное масло': '30 мл', 'Огурцы': '23 г', 'Соевый соус': '5 мл', 'Кунжутное масло': '15 мл', 'Паста кочудян': '20 мл', 'Мед': '10 г', 'Кунжут': '3 г', 'Кетчуп': '100 г'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/koritto-s-govyadinoy-93491,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131083110/170707132750/p_O.jpg
Баранина с черносливом и хурмой,"{'Корейка ягненка': '1 штука', 'Ягнячьи ножки': '1 штука', 'Куриный бульон': '10 л', 'Лук-шалот': '1 кг', 'Морковь': '1 кг', 'Чернослив': '700 г', 'Стебель сельдерея': '700 г', 'Помидоры': '5 штук', 'Чеснок': '1 головка', 'Портвейн': '500 мл', 'Розмарин': '1 пучок', 'Корица': '1 штука', 'Анис (бадьян)': '3 штуки', 'Хурма': '1 кг', 'Перец чили': '1 штука', 'Оливковое масло': '200 мл', 'Крупная морская соль': '20 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/baranina-s-chernoslivom-i-hurmoj-47845,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/141214012603/141223155715/p_O.jpg
Шаурма с курицей,"{'Куриное филе': '150 г', 'Паста из перцев чипотле': '30 г', 'Молотый черный перец': '½ г', 'Растительное масло': '10 мл', 'Армянский лаваш': '1 штука', 'Краснокочанная капуста': '40 г', 'Белокочанная капуста': '40 г', 'Соль': '0,1 г', 'Сахар': '½ г', 'Соус ранч': '30 г', 'Соус айоли': '30 г', 'Красный лук': '10 г', 'Помидоры': '25 г', 'Огурцы': '30 г', 'Морковь по-корейски': '25 г'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/shaurma-s-kuricey-93517,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083215/170711120250/p_O.jpg
Морской окунь с тамариндом,"{'Морской окунь': '1 кг', 'Чеснок': '6 зубчиков', 'Зеленый перец чили': '2 штуки', 'Лайм': '2 штуки', 'Свежий имбирь': '20 г', 'Кокосовое молоко': '300 мл', 'Паста тамаринда': '50 г', 'Карри-порошок': '½ чайной ложки', 'Молотый кориандр': '½ чайной ложки', 'Молотый кайенский  перец': '¼ чайной ложки', 'Растительное масло': 'по вкусу', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/morskoy-okun-s-tamarindom-44901,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/140702130221/140714124552/p_O.jpg
Хумус бейрути с помидорами,"{'Кунжутная паста': '50 мл', 'Нут': '45 г', 'Лимонный сок': '5 мл', 'Чеснок': '2 г', 'Оливковое масло': '10 мл', 'Соль': '1 г', 'Помидоры черри': '40 г', 'Паприка': '2 г', 'Кумин (зира)': '2 г', 'Петрушка': '2 г'}","['Завтраки', 'Арабская кухня']",https://eda.ru/recepty/zavtraki/humus-beyruti-s-pomidorami-138432,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170225172301/200225022206/p_O.jpg
Шаварма с ягненком,"{'Каре ягненка': '1 кг', 'Хумус': '15 г', 'Тахини': '15 г', 'Чесночный соус': '15 г', 'Соус чили': '5 г', 'Соленые огурцы': '120 г', 'Помидоры': '160 г', 'Огурцы': '120 г', 'Красный лук': '20 г', 'Маринованный перец': '20 г', 'Апельсины': '1 штука', 'Лимон': '1 штука', 'Репчатый лук': '1 головка', 'Растительное масло': '20 мл', 'Томатная паста': '50 г', 'Соль': '10 г', 'Газированная вода': '100 мл', 'Молотый кумин (зира)': '1,5 г', 'Куркума': '1,5 г', 'Тандури': '1,5 г', 'Гарам-масала': '1,5 г', 'Молотый черный перец': '1,5 г', 'Молотый кориандр': '1,5 г', 'Карри мадрас': '1,5 г', 'Молотый имбирь': '1,5 г', 'Паприка': '1,5 г'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/shavarma-s-yagnenkom-93490,Арабская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131083110/170707074030/p_O.jpg
Кебаб в пите,"{'Говяжья лопатка': '500 г', 'Говяжий жир': '100 г', 'Петрушка': '20 г', 'Кинза': '20 г', 'Чеснок': '4,5 зубчика', 'Репчатый лук': '50 г', 'Кумин (зира)': '1 чайная ложка', 'Паприка': '1 чайная ложка', 'Молотый кориандр': '1 чайная ложка', 'Чили-пудра': '½ чайной ложки', 'Соль': 'по вкусу', 'Нут': '250 г', 'Тахини': '250 г', 'Лимонный сок': '30 мл', 'Лед': 'по вкусу', 'Белокочанная капуста': '300 г', 'Морковь': '70 г', 'Укроп': 'по вкусу', 'Оливковое масло': 'по вкусу', 'Вода': '80 мл', 'Соус «Амба»': 'по вкусу'}","['Основные блюда', 'Арабская кухня']",https://eda.ru/recepty/osnovnye-blyuda/kebab-v-pite-93521,Арабская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131083215/170711133348/p_O.jpg
